/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,0,50,0,0.577,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,1,46, 1,0.546,1) test09(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test09(StringEscapeUtils_ESTest.java:107),org.junit.ComparisonFailure: expected:<\\[]u00> but was:<\\[\/]u00>^,,org.junit.ComparisonFailure: expected:<\\[]u00> but was:<\\[\/]u00>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,2,47, 1,0.624,1) test09(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test09(StringEscapeUtils_ESTest.java:102),org.junit.ComparisonFailure: expected:<\\[]u00> but was:<\\[\/]u00>^,,org.junit.ComparisonFailure: expected:<\\[]u00> but was:<\\[\/]u00>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,3,46, 2,0.602,1) test03(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test03(StringEscapeUtils_ESTest.java:55)2) test09(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test09(StringEscapeUtils_ESTest.java:102),org.junit.ComparisonFailure: expected:<T4xWoQt][]/-o?@x> but was:<T4xWoQt][\]/-o?@x>^org.junit.ComparisonFailure: expected:<\\[]u0> but was:<\\[\/]u0>^,,org.junit.ComparisonFailure: expected:<T4xWoQt][]/-o?@x> but was:<T4xWoQt][\]/-o?@x>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)org.junit.ComparisonFailure: expected:<\\[]u0> but was:<\\[\/]u0>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,4,46, 1,0.601,1) test06(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test06(StringEscapeUtils_ESTest.java:81),org.junit.ComparisonFailure: expected:<\b^[]/<<3_AWu*p> but was:<\b^[\]/<<3_AWu*p>^,,org.junit.ComparisonFailure: expected:<\b^[]/<<3_AWu*p> but was:<\b^[\]/<<3_AWu*p>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,5,47, 2,0.622,1) test08(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test08(StringEscapeUtils_ESTest.java:93)2) test10(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test10(StringEscapeUtils_ESTest.java:105),org.junit.ComparisonFailure: expected:<\\[]u000> but was:<\\[\/]u000>^org.junit.ComparisonFailure: expected:<Iv$G-H{EAJ[]/Dp)> but was:<Iv$G-H{EAJ[\]/Dp)>^,,org.junit.ComparisonFailure: expected:<\\[]u000> but was:<\\[\/]u000>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)org.junit.ComparisonFailure: expected:<Iv$G-H{EAJ[]/Dp)> but was:<Iv$G-H{EAJ[\]/Dp)>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,6,47, 1,0.655,1) test10(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test10(StringEscapeUtils_ESTest.java:105),org.junit.ComparisonFailure: expected:<Nl+G83JlR%[]/h_B+\"f> but was:<Nl+G83JlR%[\]/h_B+\"f>^,,org.junit.ComparisonFailure: expected:<Nl+G83JlR%[]/h_B+\"f> but was:<Nl+G83JlR%[\]/h_B+\"f>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,7,44, 1,0.618,1) test09(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test09(StringEscapeUtils_ESTest.java:102),org.junit.ComparisonFailure: expected:<'fsb[]/> but was:<'fsb[\]/>^,,org.junit.ComparisonFailure: expected:<'fsb[]/> but was:<'fsb[\]/>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,8,48, 1,0.606,1) test11(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test11(StringEscapeUtils_ESTest.java:122),|org.junit.ComparisonFailure: expected:<-8,~W[~[]/wA~v8a> but was:<-8,~W[~[\]/wA~v8a>^|,,|org.junit.ComparisonFailure: expected:<-8,~W[~[]/wA~v8a> but was:<-8,~W[~[\]/wA~v8a>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,9,46, 1,0.566,1) test12(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test12(StringEscapeUtils_ESTest.java:123),org.junit.ComparisonFailure: expected:<[]/w> but was:<[\]/w>^,,org.junit.ComparisonFailure: expected:<[]/w> but was:<[\]/w>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,10,44, 1,0.593,1) test02(org.apache.commons.lang.StringEscapeUtils_ESTest)	at org.apache.commons.lang.StringEscapeUtils_ESTest.test02(StringEscapeUtils_ESTest.java:45),org.junit.ComparisonFailure: expected:<YeZ5+][]/+xuIMZT?!R3> but was:<YeZ5+][\]/+xuIMZT?!R3>^,,org.junit.ComparisonFailure: expected:<YeZ5+][]/+xuIMZT?!R3> but was:<YeZ5+][\]/+xuIMZT?!R3>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch22,Lang,46,2019_Evosuite,11,44,0,0.588,,,,
