/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,0,8, 1,0.037,1) test2(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test2(SubLine_ESTest.java:49),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,1,9, 1,0.056,1) test3(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test3(SubLine_ESTest.java:67),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,2,8, 1,0.035,1) test1(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test1(SubLine_ESTest.java:40),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,3,8, 1,0.038,1) test2(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test2(SubLine_ESTest.java:50),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,4,9, 1,0.036,1) test3(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test3(SubLine_ESTest.java:57),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,5,8, 1,0.034,1) test2(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test2(SubLine_ESTest.java:51),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,6,9, 1,0.046,1) test3(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test3(SubLine_ESTest.java:57),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,7,8, 1,0.046,1) test3(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test3(SubLine_ESTest.java:65),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,8,8, 1,0.047,1) test2(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test2(SubLine_ESTest.java:50),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,9,9, 1,0.05,1) test3(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test3(SubLine_ESTest.java:56),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,10,8, 1,0.049,1) test2(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test2(SubLine_ESTest.java:46),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,11,8, 1,0.046,1) test2(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test2(SubLine_ESTest.java:48),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,12,8, 1,0.046,1) test2(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test2(SubLine_ESTest.java:54),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch155,Math,4,2019_Evosuite,13,8, 1,0.045,1) test2(org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest)	at org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest.test2(SubLine_ESTest.java:53),,,java.lang.NullPointerException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
