/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,0,11,0,0.079,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,1,11,0,0.073,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,2,11,0,0.075,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,3,11,0,0.074,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,4,11,0,0.066,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,5,11,0,0.073,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,6,11,0,0.063,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,7,11,0,0.07,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,8,11, 1,0.073,1) test08(org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest)	at org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest.test08(UnivariateRealSolverUtils_ESTest.java:152),,,|org.apache.commons.math.ConvergenceException: number of iterations=1, maximum iterations=2,147,483,647, initial=0, lower bound=0, upper bound=3,394, final a value=0, final b value=1, f(a)=0, f(b)=1	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,9,11,0,0.067,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,10,12,0,0.078,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,11,12, 2,0.077,1) test08(org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest)	at org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest.test08(UnivariateRealSolverUtils_ESTest.java:141)2) test10(org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest)	at org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest.test10(UnivariateRealSolverUtils_ESTest.java:169),,java.lang.AssertionError: Expecting exception: Exception^,|org.apache.commons.math.ConvergenceException: number of iterations=1, maximum iterations=2,147,483,647, initial=0, lower bound=0, upper bound=0.5, final a value=0, final b value=0.5, f(a)=0, f(b)=0.5	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.AssertionError: Expecting exception: Exception	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,12,11,0,0.066,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,13,11,0,0.077,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,14,11, 1,0.06,1) test07(org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest)	at org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest.test07(UnivariateRealSolverUtils_ESTest.java:132),,,|org.apache.commons.math.ConvergenceException: number of iterations=1, maximum iterations=3, initial=0, lower bound=0, upper bound=6,163,659.506, final a value=0, final b value=1, f(a)=0, f(b)=1	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,15,11,0,0.065,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,16,11,0,0.075,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,17,11, 1,0.069,1) test10(org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest)	at org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest.test10(UnivariateRealSolverUtils_ESTest.java:166),,java.lang.AssertionError: Expecting exception: Exception^,java.lang.AssertionError: Expecting exception: Exception	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,18,12,0,0.076,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,19,11,0,0.072,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,20,11,0,0.076,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,21,11, 1,0.078,1) test10(org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest)	at org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest.test10(UnivariateRealSolverUtils_ESTest.java:173),,,|org.apache.commons.math.ConvergenceException: number of iterations=557, maximum iterations=2,147,483,647, initial=556.592, lower bound=0, upper bound=5,611.449, final a value=0, final b value=1,113.592, f(a)=0, f(b)=4,291,546,885.389	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,22,11,0,0.072,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,23,12,0,0.081,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,24,11,0,0.075,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,25,11, 1,0.068,1) test09(org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest)	at org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest.test09(UnivariateRealSolverUtils_ESTest.java:158),,java.lang.AssertionError: Expecting exception: Exception^,java.lang.AssertionError: Expecting exception: Exception	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,26,11,0,0.068,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,27,11,0,0.061,,,,
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,28,11, 1,0.064,1) test09(org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest)	at org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils_ESTest.test09(UnivariateRealSolverUtils_ESTest.java:157),,java.lang.AssertionError: Expecting exception: Exception^,java.lang.AssertionError: Expecting exception: Exception	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/PatchHDRepair9,Math,85,2019_Evosuite,29,11,0,0.076,,,,
