/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,0,12, 2,0.056,1) test07(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:113)2) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:122),,,|java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [3.3582255606949527E-6,1.0]  Values: [1.1277678916504928E-25,1.0E-14]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-2561.99,0.0]  Values: [0.0,0.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,1,15, 3,0.056,1) test06(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test06(BrentSolver_ESTest.java:95)2) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:126)3) test09(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test09(BrentSolver_ESTest.java:137),,,|java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [0.0,NaN]  Values: [0.0,0.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [0.0,1.0]  Values: [-2296.428944,-2296.428944]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1788.0,1.0E-15]  Values: [9.15147665472685E12,1.0E-15]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,2,13, 4,0.053,1) test06(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test06(BrentSolver_ESTest.java:94)2) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:124)3) test09(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test09(BrentSolver_ESTest.java:136)4) test11(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test11(BrentSolver_ESTest.java:156),,,|org.apache.commons.math.MaxIterationsExceededException: Maximal number of iterations (100) exceeded	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [0.0,0.5]  Values: [-1.0,-1.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1754.66591821859,0.0]  Values: [1443019.378817283,909.1229749124]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)org.apache.commons.math.MaxIterationsExceededException: Maximal number of iterations (100) exceeded	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,3,14, 4,0.048,1) test05(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:85)2) test07(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:115)3) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:125)4) test10(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test10(BrentSolver_ESTest.java:146),,,|java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [0.0,808.1075759281957]  Values: [0.0,0.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-4690.14200453249,-3436.7]  Values: [1.8168116086803257E7,1.3312681043596793E7]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1607.3979289506485,1.0E-15]  Values: [-2.2518197695852017E9,-8.715389857960002E-28]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1442.17,0.0]  Values: [-1442.17,0.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,4,14, 3,0.058,1) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:129)2) test09(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test09(BrentSolver_ESTest.java:140)3) test11(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test11(BrentSolver_ESTest.java:160),,,|java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [9.800009607835075E-6,0.0010535845932627347]  Values: [9.800009607835075E-6,0.0010535845932627347]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-334.402,1.0E-15]  Values: [4.13407343312865E8,3.696923418267106E-27]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [0.0,3935.8812]  Values: [0.0,0.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,5,16, 4,0.06,1) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:116)2) test09(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test09(BrentSolver_ESTest.java:134)3) test10(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test10(BrentSolver_ESTest.java:146)4) test12(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test12(BrentSolver_ESTest.java:167),,java.lang.AssertionError: Expecting exception: IllegalArgumentException^,|java.lang.AssertionError: Expecting exception: IllegalArgumentException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.AssertionError: expected:<1332.0917748950826> but was:<NaN>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-848.4,0.1763999767134619]  Values: [-3.816647040443E11,-1600.8693565186366]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [0.0,519.2284]  Values: [0.0,0.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,6,14, 4,0.061,1) test05(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:85)2) test07(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:115)3) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:125)4) test10(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test10(BrentSolver_ESTest.java:145),,,|java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1209.428725437999,0.0]  Values: [0.0,0.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1.6402701518070106E-4,1.5]  Values: [9.946681177652372E-4,9.946681177652372E-4]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1864.4728093307,1.0E-14]  Values: [1738129.4283667565,5.0E-29]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)org.apache.commons.math.MaxIterationsExceededException: Maximal number of iterations (100) exceeded	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,7,14, 3,0.06,1) test07(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:110)2) test09(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test09(BrentSolver_ESTest.java:140)3) test10(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test10(BrentSolver_ESTest.java:152),,,|java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-4750.536781,-2304.529773927]  Values: [0.0,0.0]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [2.4783730623312294E-11,5.578074222418969E21]  Values: [3.265718526739653E10,3.265718526739653E10]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1189.3,0.0]  Values: [1.5102790311230464E9,1.0E-15]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,8,16, 4,0.058,1) test07(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:112)2) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:125)3) test09(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test09(BrentSolver_ESTest.java:143)4) test10(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test10(BrentSolver_ESTest.java:152),,java.lang.AssertionError: Expecting exception: IllegalArgumentException^,|java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [0.0,501.432]  Values: [0.0,501.432]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.AssertionError: Expecting exception: IllegalArgumentException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.AssertionError: expected:<2274.949332017699> but was:<NaN>	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-2848.740568,-1.2043381934616532E-13]  Values: [5.344627003710311E20,7.217639683134627E-62]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch77,Math,97,2019_Evosuite,9,13, 4,0.044,1) test05(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:84)2) test06(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test06(BrentSolver_ESTest.java:94)3) test07(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:107)4) test08(org.apache.commons.math.analysis.BrentSolver_ESTest)	at org.apache.commons.math.analysis.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:124),,java.lang.AssertionError: Expecting exception: IllegalArgumentException^,|java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [-1.0,1.0E-14]  Values: [1.0E-14,1.0E-42]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [1.0E-14,4.507661006738096E-4]  Values: [1.0E-42,2.03190077516671E-21]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.AssertionError: Expecting exception: IllegalArgumentException	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [0.0,4037.189712170295]  Values: [0.0,4037.189712170295]	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
