/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,0,65, 1,0.098,1) test22(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test22(NumberUtils_ESTest.java:254),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.lang.NumberFormatException.forInputString(NumberFormatException.java:65): java.lang.NumberFormatException: For input string: "{1"	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,1,67, 1,0.09,1) test22(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test22(NumberUtils_ESTest.java:256),,,|java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.lang.NumberFormatException.forInputString(NumberFormatException.java:65): java.lang.NumberFormatException: For input string: ",2"	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)|
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,2,68, 1,0.101,1) test23(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test23(NumberUtils_ESTest.java:263),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.math.BigInteger.<init>(BigInteger.java:439): java.lang.NumberFormatException: Zero length BigInteger	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,3,73, 1,0.096,1) test20(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test20(NumberUtils_ESTest.java:245),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.lang.NumberFormatException.forInputString(NumberFormatException.java:65): java.lang.NumberFormatException: For input string: "B1d/M"	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,4,66, 1,0.085,1) test22(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test22(NumberUtils_ESTest.java:273),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.math.BigInteger.<init>(BigInteger.java:428): java.lang.NumberFormatException: Illegal embedded sign character	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,5,67, 1,0.104,1) test21(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test21(NumberUtils_ESTest.java:243),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.lang.NumberFormatException.forInputString(NumberFormatException.java:65): java.lang.NumberFormatException: For input string: "fw4RU"	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,6,65, 1,0.097,1) test23(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test23(NumberUtils_ESTest.java:279),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.math.BigInteger.<init>(BigInteger.java:439): java.lang.NumberFormatException: Zero length BigInteger	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,7,67, 1,0.083,1) test21(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test21(NumberUtils_ESTest.java:251),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.lang.NumberFormatException.forInputString(NumberFormatException.java:65): java.lang.NumberFormatException: For input string: "soD"	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,8,70, 1,0.102,1) test19(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test19(NumberUtils_ESTest.java:223),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.lang.NumberFormatException.forInputString(NumberFormatException.java:65): java.lang.NumberFormatException: For input string: "p"	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
/home/hungnh/Thanh/TSE_submission/data/evaluation_raw/Patch150,Lang,44,2019_Evosuite,9,66, 1,0.08,1) test22(org.apache.commons.lang.NumberUtils_ESTest)	at org.apache.commons.lang.NumberUtils_ESTest.test22(NumberUtils_ESTest.java:257),,,java.lang.AssertionError: Exception was not thrown in org.apache.commons.lang.NumberUtils but in java.lang.NumberFormatException.forInputString(NumberFormatException.java:65): java.lang.NumberFormatException: For input string: "{"	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
